customer_id,age,gender,city,state,membership_type,annual_income,occupation,education_level,marital_status,number_of_children,preferred_device,app_usage_hours,avg_session_duration,products_viewed_per_visit,cart_additions,abandoned_carts,monthly_orders,avg_order_value,total_spending,discount_usage_rate,coupon_redemptions,return_rate,preferred_category,payment_method,failed_payment_attempts,delivery_delay_days,customer_support_calls,satisfaction_score,loyalty_points,social_media_engagement,email_click_rate,push_notification_response,referral_count,website_visits_per_month,last_purchase_days_ago,churn_risk_score,fraud_flag,subscription_active,high_value_customer
101,29,Other,Chennai,Tamil Nadu,Silver,1136213.44,Designer,Bachelor,Single,3,Tablet,2.82,30.45,6,1,3,13,1819.09,260129.87,0.6,0,0.26,Electronics,Debit Card,4,3,4,1.95,10520,34.08,0.18,0.8,10,8,11,0.81,0,0,0
102,25,Other,Kolkata,Tamil Nadu,Silver,911441.04,Designer,Master,Married,1,Mobile,5.99,27.34,41,15,10,5,5235.32,575885.2,0.32,22,0.48,Books,Net Banking,2,3,5,4.44,2476,37.84,0.73,0.29,5,94,0,0.37,1,0,0
103,29,Other,Mumbai,Telangana,Silver,681953.85,Designer,High School,Single,2,Desktop,1.76,53.35,6,20,5,7,4730.04,529764.48,0.45,8,0.1,Books,UPI,2,4,3,4.68,20133,72.04,0.05,0.44,13,22,211,0.22,1,1,0
104,40,Other,Hyderabad,Maharashtra,Gold,804136.56,Doctor,High School,Married,0,Desktop,2.46,8.07,22,5,6,10,836.57,192411.1,0.16,2,0.27,Electronics,Debit Card,4,9,15,2.5,15811,70.45,0.43,0.65,19,114,222,0.79,0,0,0
105,24,Other,Pune,West Bengal,Gold,935330.25,Manager,Bachelor,Single,0,Desktop,4.79,50.71,10,1,5,9,3484.66,501791.04,0.0,2,0.15,Books,Net Banking,3,3,3,1.82,6325,2.57,0.17,0.29,2,61,59,0.41,1,1,0
106,48,Other,Kolkata,Maharashtra,Gold,834044.89,Lawyer,Master,Single,3,Mobile,2.47,28.97,15,8,9,5,4938.01,518491.05,0.06,24,0.35,Electronics,UPI,5,5,13,4.58,8783,97.07,0.59,0.55,12,105,267,0.09,1,1,0
107,54,Other,Delhi,Tamil Nadu,Platinum,,Teacher,High School,Married,1,Mobile,7.79,48.89,9,1,6,9,6511.13,761802.21,0.08,21,0.22,Groceries,Credit Card,4,4,10,2.91,2687,91.08,0.91,0.07,12,72,203,0.39,1,1,0
108,51,Other,Kolkata,Delhi,Gold,,Teacher,Bachelor,Single,0,Tablet,6.35,47.57,35,11,6,6,5776.21,693145.2,0.26,20,0.24,Beauty,COD,0,2,8,4.67,505,40.3,0.62,0.68,12,5,202,0.79,1,0,0
109,21,Female,Pune,Karnataka,Gold,590708.66,Doctor,Bachelor,Single,2,Tablet,3.82,49.9,18,13,9,5,4474.28,469799.4,0.65,6,0.22,Groceries,COD,5,7,11,4.68,12304,82.1,0.52,0.16,9,91,259,0.02,1,0,0
110,51,Male,Delhi,Maharashtra,Silver,,Analyst,High School,Married,1,Desktop,3.26,28.92,26,20,1,8,3261.31,626171.52,0.68,7,0.19,Beauty,COD,1,7,11,1.12,6416,34.42,0.84,0.26,2,37,14,0.88,1,0,0
111,28,Other,Hyderabad,West Bengal,Silver,848739.11,Manager,PhD,Single,0,Desktop,7.34,39.55,39,0,3,6,2414.94,347751.36,0.25,25,0.47,Books,Debit Card,3,6,11,4.12,7122,45.9,0.22,0.3,16,106,319,0.86,1,0,0
112,18,Other,Pune,Karnataka,Platinum,755784.85,Doctor,PhD,Single,2,Desktop,5.3,51.97,17,20,10,6,4344.95,573533.4,0.3,4,0.26,Fashion,UPI,4,6,10,5.0,12362,68.08,0.72,0.66,9,34,214,0.56,1,1,0
113,65,Female,Hyderabad,West Bengal,Platinum,1339774.4,Analyst,Master,Married,1,Tablet,7.07,12.51,7,15,2,7,6164.34,302052.66,0.74,23,0.4,Groceries,Credit Card,5,5,2,3.33,18844,22.23,0.22,0.87,13,101,169,0.82,1,1,0
114,55,Other,Mumbai,Telangana,Silver,1217343.45,Doctor,PhD,Married,3,Mobile,7.03,10.75,13,10,6,8,3536.58,424389.6,0.99,28,0.45,Sports,Credit Card,2,2,2,2.86,3959,48.76,0.63,0.18,20,8,2,0.47,1,1,0
115,31,Male,Bangalore,Tamil Nadu,Gold,488948.31,Lawyer,PhD,Married,3,Desktop,0.54,32.96,47,11,0,11,3547.26,429218.46,0.89,24,0.42,Fashion,UPI,5,0,7,3.31,5291,22.63,0.88,0.31,3,50,257,0.49,1,0,0
116,22,Other,Chennai,Telangana,Platinum,1231866.14,Teacher,Master,Married,2,Mobile,1.74,54.6,26,0,3,9,4300.68,270942.84,0.22,4,0.11,Electronics,Net Banking,4,2,3,2.19,9629,36.66,0.65,0.04,20,33,273,0.46,0,0,0
117,60,Male,Kolkata,Telangana,Gold,813112.83,Doctor,Master,Married,1,Mobile,5.71,38.56,20,13,10,11,7705.49,762843.51,0.1,16,0.13,Beauty,Credit Card,3,1,3,3.61,746,28.27,0.78,0.5,19,26,134,0.05,0,1,1
118,63,Male,Jaipur,Karnataka,Silver,963330.04,Engineer,High School,Single,0,Tablet,5.52,10.65,6,16,1,8,3975.32,604248.64,0.72,3,0.45,Books,Credit Card,3,4,8,2.18,1391,46.43,0.1,0.17,1,110,148,0.55,1,1,0
119,45,Male,Bangalore,West Bengal,Platinum,396861.48,Teacher,Master,Married,3,Tablet,2.51,44.52,24,10,2,6,6589.49,355832.46,0.11,12,0.48,Home,COD,5,7,13,1.38,24944,64.88,0.8,0.11,1,109,81,0.89,0,1,0
120,55,Other,Kolkata,Rajasthan,Gold,150000.0,Engineer,Bachelor,Married,3,Mobile,7.16,27.56,5,8,10,7,4957.51,728753.97,0.31,22,0.43,Beauty,Net Banking,5,9,7,4.21,22329,97.79,0.67,0.34,16,89,358,0.44,0,1,0
121,60,Female,Bangalore,Rajasthan,Platinum,,Engineer,High School,Single,4,Desktop,6.89,52.43,5,15,5,8,6700.5,696852.0,0.24,8,0.03,Fashion,Net Banking,5,6,12,2.93,21848,81.71,0.08,0.44,18,58,45,0.68,1,1,0
122,38,Male,Kolkata,Telangana,Silver,1104670.34,Engineer,High School,Married,4,Tablet,2.05,40.95,22,11,0,5,4593.5,206707.5,0.82,27,0.23,Beauty,Net Banking,4,7,11,4.92,24519,71.59,0.11,0.76,7,1,174,0.65,1,1,0
123,53,Male,Jaipur,Maharashtra,Platinum,1170714.69,Lawyer,High School,Married,4,Mobile,1.91,55.95,26,6,7,5,5123.68,563604.8,0.82,6,0.36,Electronics,COD,0,10,3,2.5,3583,77.21,0.45,0.66,16,18,255,0.05,0,0,0
124,53,Male,Bangalore,West Bengal,Silver,1237863.99,Doctor,PhD,Married,4,Desktop,3.64,37.32,45,7,4,9,2628.17,449417.07,0.4,10,0.49,Sports,Credit Card,1,6,9,4.36,15924,84.31,0.55,0.31,17,81,111,0.92,0,0,0
125,57,Other,Bangalore,Tamil Nadu,Platinum,902646.62,Designer,High School,Married,4,Desktop,4.87,56.68,46,13,10,9,5156.93,696185.55,0.75,26,0.27,Groceries,COD,0,8,3,3.75,22132,2.53,0.15,0.67,6,35,82,0.13,1,1,1
126,27,Other,Delhi,Karnataka,Gold,1421701.04,Doctor,Bachelor,Married,1,Tablet,6.38,48.33,19,1,6,11,2436.58,187616.66,0.39,30,0.39,Books,Debit Card,4,0,0,3.76,9771,74.37,0.2,0.87,14,107,115,0.2,1,0,1
127,64,Male,Bangalore,Maharashtra,Platinum,1266314.67,Doctor,PhD,Single,3,Desktop,4.67,9.54,38,8,0,7,2290.31,192386.04,0.33,22,0.47,Electronics,Credit Card,2,9,1,2.18,5913,77.37,0.63,0.84,9,63,293,0.98,1,0,0
128,63,Other,Bangalore,Telangana,Platinum,466303.72,Lawyer,High School,Married,1,Mobile,5.48,21.2,19,6,9,7,1907.91,213685.92,0.53,17,0.41,Books,UPI,0,10,11,3.1,6125,44.57,0.9,0.61,19,32,20,0.52,1,1,0
129,25,Other,Chennai,Tamil Nadu,Platinum,1424705.31,Analyst,PhD,Single,2,Tablet,1.94,31.81,7,5,8,7,6317.67,796026.42,0.53,20,0.03,Books,Credit Card,5,6,3,2.03,23823,20.56,0.83,0.88,13,83,36,0.28,0,0,0
130,47,Female,Mumbai,Tamil Nadu,Silver,363649.64,Manager,PhD,Married,3,Tablet,3.53,20.35,25,3,8,8,1538.28,196899.84,0.01,23,0.31,Groceries,Net Banking,0,1,11,1.15,2500,92.8,0.11,0.79,9,78,44,0.05,1,1,0
131,42,Other,Hyderabad,Maharashtra,Platinum,761560.01,Lawyer,Master,Single,2,Tablet,7.15,57.99,47,20,5,6,5205.75,562221.0,0.96,0,0.28,Beauty,Credit Card,0,0,0,4.29,1109,57.27,0.39,0.55,2,40,107,0.47,1,0,0
132,44,Female,Hyderabad,Delhi,Silver,503993.11,Engineer,PhD,Single,2,Tablet,1.01,7.7,47,18,7,8,2513.54,442383.04,0.95,11,0.06,Books,Credit Card,0,4,2,1.57,6129,90.01,0.32,0.45,19,85,156,0.22,0,1,0
133,38,Male,Kolkata,Karnataka,Gold,510780.14,Teacher,Master,Married,3,Desktop,3.19,19.72,36,3,2,9,5491.87,939109.77,0.65,2,0.42,Groceries,Credit Card,4,3,8,1.67,10363,73.35,0.63,0.73,0,109,259,0.25,0,1,0
134,55,Other,Jaipur,West Bengal,Silver,1015186.47,Designer,PhD,Single,4,Tablet,6.93,9.77,33,16,1,10,4750.59,570070.8,0.4,16,0.01,Fashion,Net Banking,5,2,4,4.63,18174,44.62,0.18,0.95,4,95,247,0.26,1,0,1
135,32,Male,Hyderabad,Tamil Nadu,Gold,598557.46,Lawyer,PhD,Married,0,Mobile,7.85,20.8,46,16,10,10,6110.86,1283280.6,0.83,26,0.37,Beauty,Net Banking,4,2,12,1.93,8762,65.37,0.37,0.65,2,67,128,0.37,1,0,0
136,51,Female,Delhi,Tamil Nadu,Silver,1278604.55,Analyst,Bachelor,Single,0,Tablet,5.33,14.27,12,5,5,9,7422.11,1202381.82,0.6,26,0.06,Fashion,COD,2,1,15,2.41,11406,67.52,0.48,0.59,20,107,210,0.49,0,0,0
137,20,Other,Delhi,Tamil Nadu,Silver,1191734.38,Engineer,Bachelor,Married,1,Tablet,7.69,36.76,37,20,0,6,6487.29,389237.4,0.88,23,0.33,Home,UPI,1,7,15,3.29,5379,86.73,0.17,0.83,19,19,298,0.13,0,1,0
138,28,Male,Kolkata,Telangana,Silver,646411.68,Doctor,High School,Single,4,Tablet,5.63,49.94,39,3,2,4,2673.44,171100.16,0.48,19,0.3,Groceries,Net Banking,4,1,2,4.69,19647,48.22,0.13,0.6,0,115,347,0.59,1,1,0
139,41,Female,Kolkata,Karnataka,Platinum,632363.59,Doctor,PhD,Single,2,Desktop,6.24,54.78,6,9,9,12,5762.47,484047.48,0.88,13,0.13,Electronics,UPI,4,8,3,3.79,14156,51.98,0.38,0.21,10,53,185,0.23,0,0,1
140,45,Female,Pune,West Bengal,Gold,1045414.42,Student,PhD,Married,1,Desktop,4.69,30.06,20,18,5,7,4636.81,778984.08,0.77,12,0.37,Groceries,UPI,5,3,14,2.01,17667,78.31,0.95,0.1,16,52,173,0.42,0,0,0
141,42,Other,Kolkata,Delhi,Silver,1231958.54,Manager,Bachelor,Married,0,Tablet,0.78,24.29,26,19,10,10,5596.45,335787.0,0.52,22,0.48,Electronics,Credit Card,5,7,14,,4862,1.07,0.85,0.93,16,37,99,0.47,0,0,1
142,57,Male,Bangalore,Delhi,Gold,665385.74,Lawyer,Master,Married,3,Tablet,2.0,2.89,46,2,1,7,5151.02,396628.54,0.55,23,0.41,Beauty,Debit Card,2,4,7,3.7,11887,60.64,0.19,0.93,18,1,133,0.24,0,1,0
143,50,Male,Pune,Tamil Nadu,Platinum,880515.24,Manager,PhD,Married,4,Desktop,6.27,45.93,50,14,10,11,5774.56,571681.44,0.46,18,0.43,Sports,UPI,2,1,12,3.23,16587,63.37,0.99,0.68,7,103,161,0.29,1,1,0
144,51,Male,Kolkata,West Bengal,Platinum,696494.48,Designer,High School,Single,3,Desktop,3.15,53.87,18,5,10,9,6599.34,1366063.38,0.93,6,0.25,Fashion,Credit Card,5,3,8,1.04,8729,20.68,0.2,0.25,19,46,79,0.25,0,0,0
145,23,Female,Chennai,Tamil Nadu,Gold,867687.54,Analyst,Master,Married,1,Tablet,2.6,14.88,37,4,0,10,4806.9,1009449.0,0.53,13,0.24,Beauty,UPI,4,5,12,3.46,17843,86.04,0.78,0.46,3,90,265,0.96,1,1,0
146,62,Male,Chennai,Karnataka,Platinum,636670.73,Manager,Bachelor,Married,1,Desktop,4.04,37.56,24,5,7,6,4163.45,149884.2,0.42,13,0.35,Home,Debit Card,3,4,14,1.05,7005,17.99,0.13,0.58,7,105,51,0.38,1,0,0
147,53,Other,Bangalore,Telangana,Silver,150000.0,Teacher,PhD,Married,1,Tablet,4.38,43.79,32,9,4,6,5027.88,573178.32,0.56,18,0.02,Electronics,Credit Card,0,3,8,4.43,6524,47.65,0.63,0.45,10,34,184,0.15,1,1,0
148,40,Other,Hyderabad,Tamil Nadu,Platinum,775295.0,Teacher,Master,Married,2,Tablet,4.33,46.94,29,2,6,6,7183.31,258599.16,0.61,14,0.32,Fashion,Credit Card,5,5,13,2.65,11604,63.13,0.57,0.85,2,11,82,0.87,1,0,0
149,38,Other,Kolkata,Karnataka,Gold,721471.52,Designer,PhD,Married,1,Mobile,6.91,9.25,16,8,1,8,3227.84,413163.52,0.21,12,0.05,Electronics,COD,4,0,0,3.61,23379,77.09,0.52,1.0,3,34,316,0.27,0,0,0
150,59,Female,Bangalore,Maharashtra,Platinum,150000.0,Teacher,High School,Single,2,Desktop,6.98,29.1,35,8,8,9,6181.78,1001448.36,0.44,30,0.35,Fashion,Net Banking,4,7,13,2.24,8206,52.35,0.64,0.31,11,62,276,0.74,0,0,0
151,46,Male,Delhi,Tamil Nadu,Silver,648221.36,Designer,Master,Married,4,Mobile,5.66,30.53,49,15,4,4,300.0,18000.0,0.01,13,0.4,Beauty,Credit Card,0,8,11,2.46,8613,18.86,0.88,0.44,7,21,330,0.16,1,1,0
152,32,Other,Pune,Karnataka,Platinum,502062.82,Manager,PhD,Single,0,Mobile,1.52,8.4,30,19,7,8,4444.31,497762.72,0.27,19,0.25,Home,UPI,1,0,0,1.32,20590,18.59,0.1,0.27,14,94,4,0.24,0,0,0
153,27,Female,Chennai,Telangana,Platinum,369834.6,Engineer,Master,Single,1,Mobile,2.5,24.76,35,15,2,10,1595.59,95735.4,0.19,26,0.13,Sports,UPI,0,3,12,2.97,11303,77.12,0.44,0.74,1,26,235,0.42,0,0,0
154,48,Male,Delhi,West Bengal,Platinum,819080.07,Doctor,Master,Married,2,Mobile,3.2,5.02,43,6,1,9,6158.43,997665.66,0.24,13,0.16,Fashion,Debit Card,4,1,12,3.73,10327,78.91,0.01,0.04,15,89,305,0.94,0,1,0
155,23,Female,Delhi,Delhi,Gold,769856.0,Teacher,High School,Single,3,Mobile,2.88,34.38,42,11,7,3,4662.08,181821.12,0.73,0,0.34,Home,Credit Card,2,0,15,1.63,3095,70.66,0.56,0.54,15,25,290,0.69,0,1,0
156,38,Other,Bangalore,Delhi,Platinum,569127.54,Teacher,PhD,Married,2,Tablet,3.25,2.04,41,16,6,6,6837.86,820543.2,0.73,28,0.01,Groceries,Debit Card,4,3,10,2.1,19717,72.1,0.66,0.54,12,25,268,0.91,1,0,0
157,57,Male,Mumbai,Delhi,Silver,1264996.45,Teacher,High School,Single,0,Desktop,1.94,3.85,42,12,10,4,5794.12,347647.2,0.49,19,0.35,Home,UPI,2,3,2,2.29,21101,1.31,0.92,0.66,2,60,327,0.32,0,1,0
158,53,Other,Pune,Tamil Nadu,Silver,1062495.89,Doctor,Master,Single,1,Tablet,1.23,44.06,35,12,3,7,6860.09,912391.97,0.19,21,0.12,Books,Credit Card,4,8,13,4.29,23313,74.61,0.77,0.58,14,90,340,0.06,1,0,0
159,28,Male,Jaipur,Karnataka,Gold,1359466.54,Designer,Master,Married,3,Tablet,2.93,15.96,35,6,6,9,7738.69,766130.31,0.77,29,0.37,Home,COD,3,6,0,3.2,16637,72.63,0.98,0.6,16,18,154,0.34,0,1,0
160,32,Other,Pune,Tamil Nadu,Platinum,1052804.9,Teacher,High School,Single,3,Desktop,1.67,17.37,38,7,3,10,4765.86,571903.2,0.26,9,0.05,Sports,Net Banking,1,1,10,4.42,811,79.29,0.17,0.83,18,105,48,0.77,1,0,0
161,64,Female,Chennai,Rajasthan,Gold,762958.11,Lawyer,High School,Single,4,Mobile,5.25,38.67,4,9,8,9,7393.22,1596935.52,0.04,17,0.28,Home,Net Banking,5,3,4,2.53,1932,5.05,0.73,0.39,14,97,304,0.92,0,0,0
162,45,Male,Jaipur,Tamil Nadu,Platinum,989890.78,Engineer,PhD,Married,0,Desktop,4.26,46.88,9,4,7,14,3327.56,698787.6,0.56,15,0.2,Beauty,Credit Card,4,9,7,4.15,4950,24.23,0.27,0.43,18,12,57,0.13,1,1,1
163,41,Male,Pune,Maharashtra,Gold,762336.19,Analyst,Bachelor,Married,0,Mobile,2.0,23.68,49,2,1,9,4464.68,683096.04,0.74,7,0.47,Fashion,Debit Card,0,5,3,1.76,11389,30.51,0.47,0.33,17,28,104,0.59,1,1,0
164,57,Other,Delhi,Karnataka,Silver,669875.46,Engineer,Master,Single,4,Desktop,0.9,39.98,1,2,6,4,2501.6,100064.0,0.66,21,0.43,Books,Debit Card,0,0,9,3.78,21997,86.74,0.65,0.23,12,66,363,0.02,0,1,0
165,49,Female,Delhi,Delhi,Silver,575285.59,Manager,Master,Married,3,Tablet,1.68,22.11,23,11,10,11,5666.9,1433725.7,0.3,16,0.14,Electronics,Debit Card,3,0,8,1.35,6616,22.56,0.34,0.39,4,12,195,0.5,0,1,0
166,33,Female,Jaipur,Tamil Nadu,Silver,353571.99,Student,Bachelor,Single,1,Desktop,5.66,54.12,9,13,2,5,1330.54,159664.8,0.66,18,0.46,Home,UPI,4,8,3,1.61,10336,18.41,0.84,0.15,0,98,163,0.91,1,1,0
167,37,Female,Bangalore,Rajasthan,Silver,656849.65,Doctor,Bachelor,Single,0,Tablet,5.13,37.13,40,7,9,10,9104.76,1820952.0,0.23,21,0.01,Electronics,COD,1,8,15,3.98,20968,71.2,0.37,0.85,15,61,70,0.93,0,0,0
168,32,Female,Hyderabad,West Bengal,Platinum,1240565.72,Student,Bachelor,Single,1,Desktop,7.0,30.42,21,14,3,7,3331.32,163234.68,0.43,24,0.02,Books,COD,5,5,12,2.63,591,61.15,0.74,0.59,16,83,360,0.93,0,0,0
169,46,Male,Kolkata,West Bengal,Silver,1018020.85,Lawyer,High School,Single,2,Desktop,3.49,19.66,19,14,2,13,2042.17,530964.2,0.42,19,0.46,Books,Net Banking,1,7,14,4.31,1489,9.04,0.5,0.18,18,115,356,0.88,0,1,0
170,44,Other,Hyderabad,Telangana,Silver,356211.43,Manager,Master,Single,0,Mobile,1.36,28.07,24,2,8,3,2385.95,114525.6,0.71,23,0.4,Beauty,Net Banking,1,6,12,2.8,5961,4.39,0.17,0.34,4,21,74,0.45,0,0,0
171,44,Male,Mumbai,Maharashtra,Silver,,Engineer,Master,Single,3,Desktop,6.92,33.52,1,19,7,10,4806.54,720981.0,0.24,18,0.33,Sports,COD,3,1,0,2.24,14722,24.47,0.55,0.62,17,105,106,0.29,0,0,0
172,27,Male,Pune,Karnataka,Silver,840369.78,Engineer,High School,Married,1,Mobile,5.54,37.44,45,19,9,9,7690.05,484473.15,0.79,5,0.48,Books,Net Banking,2,0,2,3.61,1303,76.85,0.32,0.9,2,98,218,0.15,0,1,1
173,48,Female,Hyderabad,West Bengal,Silver,814946.07,Engineer,High School,Single,3,Tablet,5.66,56.17,46,9,6,8,4133.39,330671.2,0.61,10,0.13,Beauty,Net Banking,2,2,15,1.49,9092,51.97,0.63,0.49,5,114,312,0.33,0,1,0
174,30,Male,Hyderabad,Rajasthan,Platinum,665872.69,Lawyer,PhD,Single,2,Desktop,4.7,38.98,1,20,3,7,4474.76,187939.92,0.69,8,0.4,Home,Debit Card,4,8,10,1.47,15333,76.7,0.11,0.33,12,93,291,0.63,0,0,0
175,30,Female,Delhi,West Bengal,Silver,936477.08,Analyst,Bachelor,Married,4,Desktop,3.97,49.22,48,1,8,9,4657.2,670636.8,0.3,23,0.34,Beauty,Net Banking,0,3,10,4.34,22135,79.95,0.89,0.35,4,36,15,0.48,1,1,1
176,58,Male,Mumbai,Rajasthan,Gold,383394.94,Designer,High School,Married,3,Mobile,4.23,15.78,29,9,3,6,8846.62,1220833.56,0.53,5,0.06,Groceries,UPI,1,1,14,4.37,18809,50.6,0.8,0.9,4,25,174,0.61,1,1,0
177,38,Other,Bangalore,Maharashtra,Platinum,920199.22,Engineer,PhD,Married,4,Mobile,0.53,56.08,44,19,1,7,6567.55,459728.5,0.33,28,0.02,Beauty,Debit Card,0,9,9,4.08,3319,63.89,0.21,0.2,9,36,272,0.82,1,1,0
178,60,Male,Mumbai,Maharashtra,Platinum,474751.35,Designer,Master,Married,1,Tablet,6.53,35.3,11,2,4,9,300.0,24300.0,0.61,10,0.27,Electronics,Credit Card,0,7,1,2.09,5260,10.59,0.05,0.43,5,91,305,0.27,1,1,0
179,37,Other,Mumbai,Rajasthan,Gold,785986.25,Teacher,High School,Married,0,Desktop,2.83,39.38,50,14,7,5,6974.78,557982.4,0.23,7,0.07,Beauty,Debit Card,2,6,5,4.27,23460,69.96,0.67,0.79,10,59,249,0.76,0,0,0
180,48,Female,Chennai,Tamil Nadu,Platinum,892934.61,Teacher,High School,Married,0,Desktop,4.67,6.11,20,17,7,8,7424.42,534558.24,0.4,13,0.12,Fashion,Net Banking,1,7,12,2.41,15213,6.61,0.21,0.69,13,101,222,0.85,1,0,0
181,29,Female,Mumbai,Tamil Nadu,Platinum,828634.8,Analyst,Master,Single,3,Mobile,2.81,25.54,39,3,10,11,3175.45,279439.6,0.81,24,0.41,Home,COD,5,10,1,3.96,23427,9.05,0.82,0.89,20,104,0,0.57,0,0,0
182,46,Male,Hyderabad,West Bengal,Gold,976899.79,Manager,Master,Married,2,Mobile,4.87,37.47,33,12,2,13,6963.16,2081984.84,0.85,1,0.18,Beauty,UPI,0,8,11,2.17,20271,10.97,0.28,0.03,13,90,302,0.58,1,1,0
183,63,Other,Bangalore,Telangana,Silver,658722.41,Student,PhD,Married,3,Mobile,2.66,52.62,9,4,0,10,3571.71,642907.8,0.07,0,0.07,Sports,COD,1,1,4,2.62,14360,64.22,0.42,0.46,19,120,217,0.55,0,1,0
184,50,Male,Bangalore,Telangana,Platinum,478162.27,Engineer,PhD,Single,4,Desktop,3.58,33.68,24,1,0,5,5270.95,500740.25,0.57,22,0.18,Beauty,COD,5,1,4,3.21,14847,73.02,0.53,0.86,8,60,264,0.38,0,0,0
185,33,Male,Pune,Tamil Nadu,Silver,1052871.61,Designer,High School,Married,3,Tablet,7.3,35.29,22,13,5,10,5086.43,1068150.3,0.96,25,0.15,Fashion,UPI,5,9,9,3.52,21849,72.7,0.56,0.06,15,75,86,0.96,0,1,0
186,65,Male,Pune,Karnataka,Silver,818090.81,Manager,Master,Married,0,Tablet,1.34,12.13,38,4,10,7,467.91,19652.22,0.45,25,0.09,Groceries,Credit Card,3,2,1,2.15,2803,34.28,0.08,0.15,4,108,253,0.13,1,1,0
187,33,Other,Chennai,Delhi,Platinum,618050.18,Manager,High School,Single,1,Desktop,3.49,19.48,48,17,3,12,846.59,203181.6,0.38,22,0.2,Home,Credit Card,4,6,0,3.9,5581,28.88,0.8,0.38,10,68,349,0.21,0,0,1
188,52,Other,Pune,Karnataka,Gold,,Manager,High School,Married,4,Desktop,3.96,41.17,16,18,3,8,4033.97,548619.92,0.52,21,0.35,Fashion,Debit Card,4,0,0,4.82,14248,83.17,0.01,0.1,3,88,228,0.61,1,0,0
189,64,Male,Delhi,Tamil Nadu,Platinum,1210038.91,Student,High School,Single,0,Tablet,1.47,40.07,42,18,2,13,2129.85,415320.75,0.9,22,0.09,Home,COD,5,1,14,2.01,1215,92.27,0.28,0.43,10,33,82,0.02,0,1,0
190,21,Female,Bangalore,Telangana,Silver,938527.88,Analyst,Bachelor,Married,1,Tablet,4.19,10.34,50,13,3,6,4385.8,473666.4,0.61,3,0.46,Books,Debit Card,0,0,2,,2068,7.04,0.73,0.78,0,115,254,0.26,0,0,0
191,20,Female,Delhi,Tamil Nadu,Platinum,1029587.03,Analyst,PhD,Married,3,Tablet,6.36,47.55,35,7,0,9,4032.82,653316.84,0.38,22,0.41,Sports,UPI,4,8,11,2.07,23039,33.34,0.3,0.06,20,12,187,0.33,1,0,0
192,47,Female,Hyderabad,Karnataka,Platinum,978550.56,Lawyer,High School,Married,3,Mobile,7.14,27.4,13,4,0,2,7808.73,234261.9,0.19,23,0.5,Fashion,COD,3,1,9,3.59,5887,49.97,0.96,0.81,0,5,173,0.55,0,1,0
193,64,Other,Jaipur,West Bengal,Platinum,190179.98,Teacher,Bachelor,Single,0,Tablet,1.56,39.92,31,19,0,10,3966.72,277670.4,0.24,20,0.07,Fashion,UPI,2,1,14,2.62,7036,61.12,0.84,0.06,3,15,254,0.81,0,0,0
194,30,Female,Mumbai,West Bengal,Platinum,813442.77,Teacher,Master,Single,0,Tablet,1.8,5.67,18,4,6,8,4196.12,637810.24,0.17,11,0.28,Sports,Credit Card,4,0,4,2.35,24280,10.0,0.85,0.61,5,3,249,0.68,0,0,0
195,18,Female,Kolkata,West Bengal,Gold,942804.43,Teacher,Bachelor,Single,2,Tablet,3.88,15.88,12,19,0,15,5655.47,933152.55,0.6,22,0.25,Electronics,Debit Card,2,6,0,4.7,23258,55.77,0.19,0.99,3,80,185,0.65,0,1,0
196,58,Male,Jaipur,Telangana,Silver,512075.7,Teacher,High School,Single,2,Desktop,2.07,16.58,40,14,0,9,4554.29,491863.32,0.1,1,0.46,Fashion,Credit Card,0,7,3,2.11,6447,7.09,0.24,0.44,18,42,214,0.11,0,1,0
197,32,Female,Hyderabad,Telangana,Silver,696143.95,Doctor,PhD,Married,0,Desktop,1.59,55.82,30,5,6,5,526.05,23672.25,0.37,14,0.36,Books,Debit Card,2,3,10,2.3,3313,12.72,0.69,0.06,4,15,238,0.24,1,1,0
198,28,Other,Bangalore,Tamil Nadu,Platinum,1008211.67,Student,High School,Married,4,Desktop,6.97,14.55,31,14,4,3,2267.89,108858.72,0.01,13,0.37,Fashion,Credit Card,2,6,7,1.88,9771,89.18,0.59,0.15,18,115,2,0.6,1,0,0
199,20,Other,Kolkata,Telangana,Platinum,1229567.85,Doctor,PhD,Married,1,Mobile,4.69,2.72,47,13,3,7,3460.45,508686.15,0.13,9,0.12,Electronics,UPI,3,10,9,3.93,16622,16.18,0.46,0.57,18,4,232,0.03,1,0,0
200,63,Other,Delhi,Rajasthan,Platinum,886240.45,Doctor,PhD,Married,4,Mobile,2.72,45.67,45,19,8,11,608.01,120385.98,0.58,6,0.39,Electronics,Net Banking,2,0,11,1.74,12237,88.8,0.11,0.37,19,6,187,0.63,1,0,0
201,59,Male,Bangalore,Karnataka,Silver,1172436.69,Doctor,PhD,Single,1,Desktop,3.15,17.51,44,13,4,4,3523.73,324183.16,0.05,11,0.17,Sports,Net Banking,4,1,15,3.82,18474,70.98,0.68,0.53,9,58,317,0.71,1,0,0
202,30,Female,Mumbai,Delhi,Silver,1414277.22,Manager,High School,Single,3,Mobile,7.06,32.2,41,0,4,6,6114.31,733717.2,0.42,21,0.27,Fashion,COD,2,6,14,1.35,12901,73.77,0.02,0.19,0,112,118,0.9,1,1,0
